Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,
CNATEX,Textile,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00,239316000.00
CONFIDCEM,Cement,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00,53992224.00
CONTININS,General Insurance,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00,31416289.00
CVOPRL,Fuel & Power,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00,19800000.00
CVOPRL,Foods & Allied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DACCADYE,Textile,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00,87153454.00
DAFODILCOM,IT,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00,49912262.00
DBH,NBFI,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00,121865730.00
DBH1STMF,Mutual Fund,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00,120000000.00
DELTALIFE,Life Insurance,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00,118800000.00
DELTASPINN,Textile,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00,166481964.00
DESCO,Fuel & Power,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00,397569821.00
DESHBANDHU,Industrial,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00,61365150.00
DHAKABANK,Bank,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00,722295706.00
DHAKAFISH,Foods & Allied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DHAKAINS,General Insurance,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00,40125000.00
DSHGARME,Textile,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00,6045780.00
DULAMIACOT,Textile,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00,7556600.00
DUTCHBANGL,Bank,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00,200000000.00
EASTERNINS,General Insurance,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00,43110144.00
EASTLAND,General Insurance,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00,68712716.00
EASTRNLUB,Fuel & Power,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00,994000.00
EBL,Bank,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00,737999591.00
EBL1STMF,Mutual Fund,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00,138964635.00
EBLNRBMF,Mutual Fund,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00,219969396.00
ECABLES,Industrial,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00,24000000.00
EHL,Industrial,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00,93345155.00
EMERALDOIL,Foods & Allied,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00,59713500.00
ENGINEER,Industrial,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENVOYTEX,Textile,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00,164445852.00
EXIM1STMF,Mutual Fund,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00,137722633.00
EXIMBANK,Bank,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00,1851461189.00
FAMILYTEX,Textile,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00,337295609.00
FARCHEM,Pharmaceuticals,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00,180242499.00
FAREASTFIN,NBFI,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00,164063331.00
FAREASTLIF,Life Insurance,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00,64993698.00
FEDERALINS,General Insurance,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00,62521218.00
FASFIN,NBFI,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00,132830692.00
FBFIF,Mutual Fund,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00,768513414.00
FEKDIL,Textile,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00,185675387.00
FINEFOODS,Foods & Allied,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00,13566914.00
FIRSTSBANK,Bank,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00,712817582.00
FIRSTFIN,NBFI,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00,122031271.00
FUWANGCER,Ceramic,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00,123880998.00
FUWANGFOOD,Foods & Allied,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00,100762988.00
GBBPOWER,Fuel & Power,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00,101803550.00
